file,t_sec,P,y_Microwave_Consul_17_liters_CMS18BBHNA_127V_1200W_standby_4_5W__A0,y_LED_Lamp_Tashibra_TKl_06_127V_6W__B0,y_3_Speed_Fan_Mondial_V_45_127V_80W__K0,y_LED_monitor_AOC_m2470swd2_127V_26W_standby_0_5W__F0,y_Unknown_A1__A1,y_Universal_Charger_LVSUN_LS_PAB70_100V_240V_70W__J0,y_CRT_Monitor_Sony_CPD_17SF1_127V_216W_standby_10W__C0,y_Resistor_Ohmtec_200ohms_400W__L0,y_Hair_Dryer_GA_MA_Italy_Eleganza_2200_127V_1900W__V0,y_LED_Panel_Citiiaqua_DL_500_127V_13W__D0,y_Oil_Heater_Pelonis_NYLA_7_127V_1500W__Q0,y_Soldering_Smoke_Extractor_Toyo_TS_153_127V_23W__E0,y_Hair_Dryer_Super_4_0_SL_S04_127V_2000W__W0,y_Phone_Charger_Motorola_SA_390M_127V_50W__I0,y_Hair_Dryer_Parlux_330_BR_1_127V_2100W__Y0,y_Oil_Heater_Pelonis_NYLA_7_127V_1500W__R0,y_Soldering_Station_Weller_WLC100_127V_40W__H0,y_2_Speed_Impact_Drill_Bosch_47CV_127V_350W__O0,y_Phone_Charger_Asus_AD2037020_110V_240V_38W__G0,y_Hair_Dryer_Super_4_0_SL_S04_127V_2000W__X0,y_Incandescent_Lamp_Osram_Centra_A_CL_100_127V_100W__N0,y_Fan_Heater_Nilko_NK565_127V_1500W__T0,y_Microwave_Consul_CMS18BBHNA_127V_1200W__S0,y_2_Speed_Impact_Drill_Bosch_47CV_127V_350W__P0,y_AC_Adapter_Charger_Sony_PCG_61112L_127V_92W__M0,y_Hair_Dryer_GA_MA_Italy_Eleganza_2200_127V_1900W__U0,y_Hair_Dryer_Parlux_330_BR_1_127V_2100W__Z0,y_Unknown_B1__B1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5A1H0I0R0N0\Waveform50013.mat,5,7789.139238,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5A1H0I0R0N0\Waveform50013.mat,10,3781.788875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5A1H0I0R0N0\Waveform50014.mat,0,2119.388951,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5A1H0I0R0N0\Waveform50014.mat,5,7793.424087,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5A1H0I0R0N0\Waveform50014.mat,10,3791.895776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50015.mat,0,389.4939599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50015.mat,5,619.3352522,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50015.mat,10,80.88449904,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50016.mat,0,387.9352389,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50016.mat,5,618.4874007,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50016.mat,10,80.7084009,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50017.mat,0,388.7783307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50017.mat,5,618.8565871,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50017.mat,10,81.55052215,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50018.mat,0,388.3710421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50018.mat,5,618.5565995,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50018.mat,10,81.16459601,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50019.mat,0,389.9748421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50019.mat,5,620.2466816,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B0S0F0D0E0\Waveform50019.mat,10,80.98495285,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50020.mat,0,605.0729069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50020.mat,5,2672.174337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50020.mat,10,1460.756891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50021.mat,0,596.8930942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50021.mat,5,2674.122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50021.mat,10,1459.496952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50022.mat,0,593.9750333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50022.mat,5,2672.550902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50022.mat,10,1459.205176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50023.mat,0,596.9246188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50023.mat,5,2661.244854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50023.mat,10,1454.267103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50024.mat,0,599.7971445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50024.mat,5,2672.93768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5B1O0S0Y0G0\Waveform50024.mat,10,1457.952478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50025.mat,0,526.9581455,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50025.mat,5,2177.45199,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50025.mat,10,1499.117172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50026.mat,0,530.1714995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50026.mat,5,2178.138209,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50026.mat,10,1488.364913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50027.mat,0,525.1804734,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50027.mat,5,2178.915944,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50027.mat,10,1488.193332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50028.mat,0,528.8205157,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50028.mat,5,2179.936215,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50028.mat,10,1496.289927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50029.mat,0,531.0300972,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50029.mat,5,2183.676234,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0A0Y0H0Z0\Waveform50029.mat,10,1491.910966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50030.mat,0,2018.107517,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50030.mat,5,4867.254692,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50030.mat,10,1629.674239,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50031.mat,0,2013.521556,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50031.mat,5,4870.106302,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50031.mat,10,1638.659162,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50032.mat,0,2005.147979,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50032.mat,5,4873.430634,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50032.mat,10,1637.151199,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50033.mat,0,2009.631855,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50033.mat,5,4868.19182,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50033.mat,10,1639.519656,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50034.mat,0,2014.558654,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50034.mat,5,4862.431565,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0J0G0V0W0\Waveform50034.mat,10,1638.691116,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50035.mat,0,944.3715713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50035.mat,5,3706.05371,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50035.mat,10,1803.661134,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50036.mat,0,939.6222677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50036.mat,5,3707.000716,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50036.mat,10,1796.465385,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50037.mat,0,935.4838133,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50037.mat,5,3709.963351,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50037.mat,10,1803.341861,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50038.mat,0,937.1667838,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50038.mat,5,3712.152216,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50038.mat,10,1799.087147,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50039.mat,0,934.1021681,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50039.mat,5,3710.651213,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5D0Z0M0L0F0\Waveform50039.mat,10,1802.424916,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50040.mat,0,41.65942561,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50040.mat,5,287.1189342,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50040.mat,10,213.7289355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50041.mat,0,41.69509313,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50041.mat,5,287.2732474,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50041.mat,10,213.291657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50042.mat,0,41.67770667,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50042.mat,5,285.8927275,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50042.mat,10,213.3556191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50043.mat,0,42.4022125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50043.mat,5,287.5094002,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50043.mat,10,214.2210129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50044.mat,0,42.13394664,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50044.mat,5,286.3276349,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5E0F0B0P0G0\Waveform50044.mat,10,212.8118857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50045.mat,0,4044.827546,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50045.mat,5,9020.207033,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50045.mat,10,2202.143096,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50046.mat,0,4038.862848,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50046.mat,5,9018.297702,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50046.mat,10,2214.58341,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50047.mat,0,4038.662916,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50047.mat,5,9012.824491,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50047.mat,10,2201.521516,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50048.mat,0,4043.651536,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50048.mat,5,9018.758234,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50048.mat,10,2216.658456,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matlab_Data\Simulated\Sim_Induct_Harmo_SNR_10\5\5F0I0Q0K0E0\Waveform50049.mat,0,4039.702704,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
