file,t_sec,P
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,105,158.01829528808594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,110,157.1958770751953
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,115,156.74375915527344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,120,155.9020233154297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,125,156.56793212890625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,130,158.02633666992188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,135,157.42962646484375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,140,156.720459
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,145,156.8766326904297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,150,157.6135254
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,155,157.67625427246094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,160,157.84254455566406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,165,157.9452667236328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,170,157.69216918945312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,175,157.4658660888672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,180,156.8631591796875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,185,156.29446411132812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,190,156.49073791503906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,195,155.9891357421875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,200,155.7520294189453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,205,156.15208435058594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,210,157.64822387695312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,215,157.63717651367188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,220,156.05441284179688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,225,155.78826904296875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,230,155.8074493408203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,235,156.29159545898438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,240,156.21034240722656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,245,155.7379913330078
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,250,155.69805908203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,255,155.7287598
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,260,155.69363403320312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,265,155.79190063476562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,270,155.87417602539062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,275,155.95840454101562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,280,157.0351104736328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,285,157.42982482910156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,290,156.93846130371094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,295,157.09266662597656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,300,155.5861358642578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,305,156.40435791015625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,310,156.10525512695312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,315,155.90631103515625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,320,155.47921752929688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,325,155.5566864013672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,330,155.81190490722656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,335,155.57839965820312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,340,155.8368682861328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,345,156.57638549804688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,350,157.12884521484375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,355,156.48141479492188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,360,157.0924072265625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,365,157.61526489257812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,370,157.611084
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,375,157.6130828857422
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,380,157.53829956054688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,385,157.62509155273438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,390,157.83787536621094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,395,157.2952117919922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,400,157.31228637695312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,405,157.434082
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,410,157.90216064453125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,415,157.89047241210938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,420,157.96270751953125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,425,157.8925018310547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,430,157.8762664794922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,435,157.97215270996094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,440,157.57855224609375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,445,157.5823974609375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,450,157.7056121826172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,455,157.74081420898438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,460,157.7638397216797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,465,157.12620544433594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,470,157.43272399902344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,475,156.4231719970703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,480,155.68463134765625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,485,155.67417907714844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,490,155.5947266
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,495,155.44471740722656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,500,155.52586364746094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,505,156.13584899902344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,510,155.7246551513672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,515,156.89337158203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,520,156.0673370361328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,525,155.53521728515625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,530,155.63418579101562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,535,155.55738830566406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,540,155.5304412841797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,545,156.95635986328125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,550,156.3038330078125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,555,155.46636962890625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,560,155.48660278320312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,565,156.0019989013672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,570,155.5347442626953
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,575,155.4298553466797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,580,225.19241333007812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,585,1521.9332275390625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,590,1533.6588134765625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,595,1533.120361328125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,600,1532.402344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,605,1532.3262939453125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,610,339.4812927246094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,615,155.4237060546875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,620,155.3069610595703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,625,155.36859130859375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,630,155.74583435058594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,635,155.37301635742188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,640,155.31422424316406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,645,155.46499633789062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,650,155.48770141601562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,655,156.17189025878906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,660,156.5855712890625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,665,156.8736572265625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,670,157.0940399169922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,675,157.5093536376953
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,680,157.2434082
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,685,156.17686462402344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,690,157.20591735839844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,695,156.83229064941406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,700,155.80731201171875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,705,156.61520385742188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,710,156.00083923339844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,715,155.30247497558594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,720,156.39349365234375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,725,155.4240264892578
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,730,155.9254608154297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,735,155.5391387939453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,740,155.3892822265625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,745,155.45904541015625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,750,155.5247039794922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,755,155.4742889404297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,760,155.49684143066406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,765,155.7984161376953
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,770,155.5316619873047
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,775,155.46395874023438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,780,155.3815460205078
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,785,155.8165283203125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,790,155.3568878173828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,795,155.27139282226562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,800,155.32716369628906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,805,155.30726623535156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,810,155.27545166015625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,815,155.54483032226562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,820,155.38551330566406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,825,155.4440155029297
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,830,155.3480224609375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,835,155.43609619140625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,840,155.43344116210938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,845,155.39810180664062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,850,155.36228942871094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,855,155.37277221679688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,860,155.30056762695312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,865,155.7361602783203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,870,156.57485961914062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,875,157.1576690673828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,880,156.89686584472656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,885,156.5784454345703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,890,155.5065918
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70003.mat,895,155.4912109
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,0,155.27728271484375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,5,155.3740997314453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,10,155.3705596923828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,15,155.26524353027344
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,20,155.6798553466797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,25,156.16819763183594
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,30,156.4364471435547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,35,156.64016723632812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,40,156.2123260498047
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,45,156.11099243164062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,50,156.4721221923828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,55,156.46566772460938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,60,156.92466735839844
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,65,157.36097717285156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,70,157.16897583007812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,75,156.92953491210938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,80,156.14466857910156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,85,156.7285156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,90,157.1864471435547
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,95,156.25741577148438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,100,155.51406860351562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,105,156.03689575195312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,110,155.3203582763672
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,115,155.41268920898438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,120,155.40386962890625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,125,155.68145751953125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,130,155.41461181640625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,135,155.8724822998047
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,140,155.99874877929688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,145,156.55426025390625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,150,156.95533752441406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,155,156.43104553222656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,160,156.4567871
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,165,155.63003540039062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,170,155.30184936523438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,175,155.1074981689453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,180,155.43716430664062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,185,155.3927001953125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,190,155.39259338378906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,195,155.4193115234375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,200,155.4180450439453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,205,155.45611572265625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,210,155.4568328857422
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,215,155.3119659423828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,220,155.33502197265625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,225,155.3100586
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,230,155.3166504
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,235,155.24298095703125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,240,155.17469787597656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,245,155.66433715820312
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,250,156.30099487304688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,255,156.14956665039062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,260,156.11871337890625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,265,155.3024902
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,270,155.33119201660156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,275,155.80856323242188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,280,156.60975646972656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,285,155.90704345703125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,290,156.34579467773438
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,295,155.34510803222656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,300,155.2349090576172
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,305,155.26690673828125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,310,155.340332
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,315,155.47158813476562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,320,155.45181274414062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,325,155.3959503173828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,330,155.4047393798828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,335,155.37110900878906
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,340,156.38124084472656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,345,155.62449645996094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,350,155.30950927734375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,355,155.3643341064453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,360,156.03268432617188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,365,155.48458862304688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,370,155.7084961
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,375,155.42132568359375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,380,155.40560913085938
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,385,155.49282836914062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,390,155.36343383789062
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,395,155.9340362548828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,400,155.4159698486328
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,405,155.46014404296875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,410,155.30564880371094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,415,155.3284149169922
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,420,155.33668518066406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,425,155.40020751953125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,430,155.29055786132812
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,435,155.39344787597656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,440,155.3887481689453
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,445,155.50514221191406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,450,156.6343994140625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,455,157.29879760742188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,460,157.12448120117188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,465,157.08688354492188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,470,157.1483154296875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,475,155.4728240966797
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,480,155.34658813476562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,485,155.3218994140625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,490,155.43112182617188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,495,155.54344177246094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,500,155.4078369140625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,505,155.43740844726562
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,510,156.20623779296875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,515,156.0926055908203
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,520,155.3764190673828
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,525,155.66656494140625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,530,156.63253784179688
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,535,157.32940673828125
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,540,157.36180114746094
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,545,157.34889221191406
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,550,157.07875061035156
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,555,155.91159057617188
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,560,155.7041016
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,565,155.1062469482422
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,570,155.42713928222656
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,575,155.2473145
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,580,155.1761016845703
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,585,155.28704833984375
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,590,155.2908935546875
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,595,155.18853759765625
Matlab_Data\Natural\7\7H2A2B2C2K2F2D2\Waveform70004.mat,600,155.2822723388672
